architecture,profile,p,seed,epoch,train_rmspe,validation_rmspe,run_id
exact_shallow,uniform,0.025,104,17,0.3405664943540076,0.18855979076517362,18fed1f7e7bc0755628e
exact_shallow,uniform,0.025,104,18,0.30402721602854416,0.21644282401677042,18fed1f7e7bc0755628e
exact_shallow,uniform,0.025,104,19,0.2850414082525451,0.23977484533947732,18fed1f7e7bc0755628e
exact_shallow,uniform,0.025,104,20,0.26866262574370103,0.20621473980065919,18fed1f7e7bc0755628e
exact_shallow,uniform,0.025,104,21,0.2505649381228678,0.2275807131172412,18fed1f7e7bc0755628e
exact_shallow,uniform,0.025,104,22,0.2484552643716148,0.18769569789807958,18fed1f7e7bc0755628e
exact_shallow,uniform,0.025,104,23,0.23915462278725255,0.21458459284246884,18fed1f7e7bc0755628e
exact_shallow,uniform,0.025,104,24,0.23589885785475825,0.18952169723505877,18fed1f7e7bc0755628e
exact_shallow,uniform,0.025,104,25,0.22854313787613806,0.18759736270557395,18fed1f7e7bc0755628e
exact_shallow,uniform,0.025,104,26,0.21766426623550658,0.1859795264779542,18fed1f7e7bc0755628e
exact_shallow,uniform,0.025,104,27,0.2126268475340214,0.18439280225742422,18fed1f7e7bc0755628e
exact_shallow,uniform,0.025,104,28,0.20888481368364162,0.18271142163657916,18fed1f7e7bc0755628e
exact_shallow,uniform,0.025,104,29,0.20752204548809983,0.18343959739540402,18fed1f7e7bc0755628e
exact_shallow,uniform,0.025,102,0,26.882116808015432,8.371404959698445,5893d0217a4224c007b7
exact_shallow,uniform,0.025,102,1,5.648140570182814,2.451952536756423,5893d0217a4224c007b7
exact_shallow,uniform,0.025,102,2,2.7533180102383104,1.5632998861251721,5893d0217a4224c007b7
exact_shallow,uniform,0.025,102,3,0.6795816266792032,0.6968650532242128,5893d0217a4224c007b7
exact_shallow,uniform,0.025,102,4,0.5180343773063654,0.3650886585186163,5893d0217a4224c007b7
exact_shallow,uniform,0.025,102,5,0.7001120206912206,0.8167386531436235,5893d0217a4224c007b7
exact_shallow,uniform,0.025,102,6,0.6564330300243356,0.2614668468810716,5893d0217a4224c007b7
exact_shallow,uniform,0.025,102,7,0.47249891760954305,0.4220613087878058,5893d0217a4224c007b7
exact_shallow,uniform,0.025,102,8,0.41540862555939084,0.4570314067235978,5893d0217a4224c007b7
exact_shallow,uniform,0.025,102,9,0.4030239643390154,0.2810335938517693,5893d0217a4224c007b7
exact_shallow,uniform,0.025,102,10,0.4554621607710909,0.22017964891740882,5893d0217a4224c007b7
exact_shallow,uniform,0.025,102,11,0.4873219089104438,0.450697181080931,5893d0217a4224c007b7
exact_shallow,uniform,0.025,102,12,0.44412427085242345,0.32126227017757275,5893d0217a4224c007b7
exact_shallow,uniform,0.025,102,13,0.41148966143268095,0.37701838625135736,5893d0217a4224c007b7
exact_shallow,uniform,0.025,102,14,0.34726579616202924,0.26980432004183824,5893d0217a4224c007b7
exact_shallow,uniform,0.025,102,15,0.34484063875045984,0.34200987384925086,5893d0217a4224c007b7
exact_shallow,uniform,0.025,102,16,0.31222974902208067,0.22364414449060527,5893d0217a4224c007b7
exact_shallow,uniform,0.025,102,17,0.31885539498476795,0.21363478956311047,5893d0217a4224c007b7
exact_shallow,uniform,0.025,102,18,0.27561982593315126,0.20496525663600626,5893d0217a4224c007b7
exact_shallow,uniform,0.025,102,19,0.270295711476063,0.19608445024220258,5893d0217a4224c007b7
exact_shallow,uniform,0.025,102,20,0.2607595021840947,0.2106043345801568,5893d0217a4224c007b7
exact_shallow,uniform,0.025,102,21,0.25245665883427265,0.24002104848939282,5893d0217a4224c007b7
exact_shallow,uniform,0.025,102,22,0.2480150429566151,0.2054181680495871,5893d0217a4224c007b7
exact_shallow,uniform,0.025,102,23,0.24983559720209922,0.18417680911917114,5893d0217a4224c007b7
exact_shallow,uniform,0.025,102,24,0.22879881826089418,0.18512465924770105,5893d0217a4224c007b7
exact_shallow,uniform,0.025,102,25,0.21835117622985917,0.1886443819287239,5893d0217a4224c007b7
exact_shallow,uniform,0.025,102,26,0.21199474346920713,0.18160036482034572,5893d0217a4224c007b7
exact_shallow,uniform,0.025,102,27,0.20768256127157422,0.18329934484436097,5893d0217a4224c007b7
exact_shallow,uniform,0.025,102,28,0.20583531763346127,0.18179548823013028,5893d0217a4224c007b7
exact_shallow,uniform,0.025,102,29,0.2047564494985832,0.18229798787996282,5893d0217a4224c007b7
exact_shallow,uniform,0.025,101,0,25.76930335388972,4.438265445260019,e8d2f54d85b9a32bf1f8
exact_shallow,uniform,0.025,101,1,5.020345580106122,8.533611307592391,e8d2f54d85b9a32bf1f8
exact_shallow,uniform,0.025,101,2,2.993676436537974,0.518068968879877,e8d2f54d85b9a32bf1f8
exact_shallow,uniform,0.025,101,3,0.7863545827135638,0.7587123102429713,e8d2f54d85b9a32bf1f8
